<name2> = <val6>	<name2> に <val6> を入れる
range ( <val6> , <name3> + <val6> , <val1> )	<val6> から <name3> の範囲の <val1> つ飛ばしの数列
range ( <val1> , <name2> + <val1> , <val3> )	<val1> から <name2> の範囲の <val3> つ飛ばしの数列
range ( <val2> , <name6> + <val2> , <val5> )	<val2> から <name6> の範囲で <val5> つずつ増える数列
range ( <val1> , <name2> + <val1> , <val3> )	<val1> から <name2> の範囲で <val3> つずつ増える数列
range ( <val5> , <name1> + <val5> , <val2> )	<val5> ~ <name1> の範囲の <val2> つ飛ばしの数列
range ( <val1> , <name2> + <val1> , <val3> )	<val1> ~ <name2> の範囲の <val3> つ飛ばしの数列
range ( <val3> , <name1> + <val3> , <val5> )	<val3> ~ <name1> の範囲で <val5> ずつ増える数列
range ( <val1> , <name2> + <val1> , <val3> )	<val1> ~ <name2> の範囲で <val3> ずつ増える数列
range ( <val5> , <name1> + <val5> , <val6> )	<val5> 以上 <name1> + <val5> 未満の範囲で <val6> ずつ増える数列
range ( <val1> , <name2> + <val1> , <val3> )	<val1> 以上 <name2> + <val1> 未満の範囲で <val3> ずつ増える数列
range ( <val3> , <name1> + <val3> , <val6> )	<val3> 以上 <name1> + <val3> 未満で <val6> ずつ増える数列
range ( <val1> , <name2> + <val1> , <val3> )	<val1> 以上 <name2> + <val1> 未満で <val3> ずつ増える数列
<name6> . append ( <name5> )	<name6> に <name5> を付加する
<name1> . append ( <name2> )	<name1> に <name2> を付加する
<name5> . append ( <name6> )	リスト <name5> に <name6> を付加する
<name1> . append ( <name2> )	リスト <name1> に <name2> を付加する
<name6> . append ( <name1> )	<name6> に <name1> を入れる
<name1> . append ( <name2> )	<name1> に <name2> を入れる
<name2> . append ( <name6> )	<name6> を <name2> に付加する
<name1> . append ( <name2> )	<name2> を <name1> に付加する
<name4> . append ( <name2> )	<name4> に <name2> を加える
<name1> . append ( <name2> )	<name1> に <name2> を加える
<name3> . append ( <name6> )	<name6> を <name3> リストに入れる
<name1> . append ( <name2> )	<name2> を <name1> リストに入れる
<name5> . append ( <name1> )	<name5> リストに <name1> を入れる
<name1> . append ( <name2> )	<name1> リストに <name2> を入れる
<name6> . append ( <name3> )	<name3> をリスト <name6> に入れる
<name1> . append ( <name2> )	<name2> をリスト <name1> に入れる
<name4> . append ( <name6> )	<name6> を <name4> リストに加える
<name1> . append ( <name2> )	<name2> を <name1> リストに加える
<name2> . append ( <name1> )	<name2> に <name1> を追加する
<name1> . append ( <name2> )	<name1> に <name2> を追加する
<name6> . append ( <name5> )	リスト <name6> に <name5> を入れる
<name1> . append ( <name2> )	リスト <name1> に <name2> を入れる
<name6> . append ( <name4> )	リスト <name6> に <name4> を加える
<name1> . append ( <name2> )	リスト <name1> に <name2> を加える
<name1> . append ( <name6> )	<name6> をリスト <name1> に追加する
<name1> . append ( <name2> )	<name2> をリスト <name1> に追加する
<name4> . append ( <name1> )	<name1> をリスト <name4> に加える
<name1> . append ( <name2> )	<name2> をリスト <name1> に加える
<name1> . append ( <name2> )	<name2> をリスト <name1> に付加する
<name4> . append ( <name5> )	<name5> を <name4> に加える
<name1> . append ( <name2> )	<name2> を <name1> に加える
<name3> . append ( <name4> )	<name4> を <name3> リストに付加する
<name1> . append ( <name2> )	<name2> を <name1> リストに付加する
<name1> . append ( <name6> )	<name6> を <name1> リストに追加する
<name1> . append ( <name2> )	<name2> を <name1> リストに追加する
<name6> . append ( <name4> )	<name6> リストに <name4> を加える
<name1> . append ( <name2> )	<name1> リストに <name2> を加える
<name2> . append ( <name4> )	<name4> を <name2> に入れる
<name1> . append ( <name2> )	<name2> を <name1> に入れる
<name1> . append ( <name2> )	<name1> リストに <name2> を付加する
<name4> . append ( <name2> )	<name4> リストに <name2> を追加する
<name1> . append ( <name2> )	<name1> リストに <name2> を追加する
<name6> . append ( <name5> )	<name6> の最後に <name5> をアペンド置き換える
<name1> . append ( <name2> )	<name1> の最後に <name2> をアペンド置き換える
<name2> . append ( <name3> )	<name2> の最後に <name3> をアペンドする
<name1> . append ( <name2> )	<name1> の最後に <name2> をアペンドする
<name3> . append ( <name6> )	<name3> リストの後ろに <name6> を付加する
<name1> . append ( <name2> )	<name1> リストの後ろに <name2> を付加する
<name1> . append ( <name4> )	リスト <name1> の最後に <name4> をアペンド直す
<name1> . append ( <name2> )	リスト <name1> の最後に <name2> をアペンド直す
<name3> . append ( <name2> )	<name3> リストの最後に <name2> を加える
<name1> . append ( <name2> )	<name1> リストの最後に <name2> を加える
<name2> . append ( <name5> )	<name2> リストの末尾に <name5> を加える
<name1> . append ( <name2> )	<name1> リストの末尾に <name2> を加える
<name5> . append ( <name6> )	<name5> の後ろに <name6> を入れる
<name1> . append ( <name2> )	<name1> の後ろに <name2> を入れる
<name3> . append ( <name4> )	<name3> の後ろに <name4> を付加する
<name1> . append ( <name2> )	<name1> の後ろに <name2> を付加する
<name6> . append ( <name5> )	<name6> リストの最後に <name5> をアペンド置き換える
<name1> . append ( <name2> )	<name1> リストの最後に <name2> をアペンド置き換える
<name4> . append ( <name1> )	<name4> リストの後ろに <name1> を入れる
<name1> . append ( <name2> )	<name1> リストの後ろに <name2> を入れる
<name6> . append ( <name3> )	リスト <name6> の最後に <name3> をアペンドする
<name1> . append ( <name2> )	リスト <name1> の最後に <name2> をアペンドする
<name6> . append ( <name4> )	リスト <name6> の最後に <name4> を加える
<name1> . append ( <name2> )	リスト <name1> の最後に <name2> を加える
<name6> . append ( <name3> )	リスト <name6> の後ろに <name3> を入れる
<name1> . append ( <name2> )	リスト <name1> の後ろに <name2> を入れる
<name2> . append ( <name5> )	<name2> の最後に <name5> をアペンド直す
<name1> . append ( <name2> )	<name1> の最後に <name2> をアペンド直す
<name5> . append ( <name2> )	<name5> リストの末尾に <name2> を入れる
<name1> . append ( <name2> )	<name1> リストの末尾に <name2> を入れる
<name6> . append ( <name3> )	リスト <name6> の後ろに <name3> を付加する
<name1> . append ( <name2> )	リスト <name1> の後ろに <name2> を付加する
<name3> . append ( <name5> )	<name3> リストの最後に <name5> を入れる
<name1> . append ( <name2> )	<name1> リストの最後に <name2> を入れる
<name6> . append ( <name4> )	<name6> の最後に <name4> を付加する
<name1> . append ( <name2> )	<name1> の最後に <name2> を付加する
<name5> . append ( <name3> )	<name5> の最後に <name3> を入れる
<name1> . append ( <name2> )	<name1> の最後に <name2> を入れる
<name2> . append ( <name1> )	リスト <name2> の最後に <name1> を追加する
<name1> . append ( <name2> )	リスト <name1> の最後に <name2> を追加する
<name2> . append ( <name4> )	<name2> の最後に <name4> を加える
<name1> . append ( <name2> )	<name1> の最後に <name2> を加える
<name1> . append ( <name5> )	リスト <name1> の末尾に <name5> を加える
<name1> . append ( <name2> )	リスト <name1> の末尾に <name2> を加える
<name2> . append ( <name6> )	<name2> の最後に <name6> を追加する
<name1> . append ( <name2> )	<name1> の最後に <name2> を追加する
<name2> . append ( <name5> )	<name2> の末尾に <name5> を加える
<name1> . append ( <name2> )	<name1> の末尾に <name2> を加える
<name3> . append ( <name2> )	<name3> の末尾に <name2> を入れる
<name1> . append ( <name2> )	<name1> の末尾に <name2> を入れる
<name2> . append ( <name4> )	<name2> リストの最後に <name4> をアペンドする
<name1> . append ( <name2> )	<name1> リストの最後に <name2> をアペンドする
<name2> . append ( <name1> )	<name2> リストの最後に <name1> を付加する
<name1> . append ( <name2> )	<name1> リストの最後に <name2> を付加する
<name1> . append ( <name3> )	リスト <name1> の最後に <name3> をアペンド置き換える
<name1> . append ( <name2> )	リスト <name1> の最後に <name2> をアペンド置き換える
<name5> . append ( <name3> )	リスト <name5> の末尾に <name3> を入れる
<name1> . append ( <name2> )	リスト <name1> の末尾に <name2> を入れる
<name2> . append ( <name4> )	リスト <name2> の末尾に <name4> を付加する
<name1> . append ( <name2> )	リスト <name1> の末尾に <name2> を付加する
<name4> . append ( <name2> )	リスト <name4> の最後に <name2> を入れる
<name1> . append ( <name2> )	リスト <name1> の最後に <name2> を入れる
<name5> . append ( <name6> )	<name5> リストの最後に <name6> を追加する
<name1> . append ( <name2> )	<name1> リストの最後に <name2> を追加する
<name4> . append ( <name5> )	<name4> リストの最後に <name5> をアペンド直す
<name1> . append ( <name2> )	<name1> リストの最後に <name2> をアペンド直す
<name4> . extend ( <name1> )	<name4> に <name1> を展開して追加する
<name1> . extend ( <name2> )	<name1> に <name2> を展開して追加する
<name4> . extend ( <name2> )	リスト <name4> にリスト <name2> を展開して入れる
<name1> . extend ( <name2> )	リスト <name1> にリスト <name2> を展開して入れる
<name1> . extend ( <name6> )	<name1> に <name6> を展開して付加する
<name1> . extend ( <name2> )	<name1> に <name2> を展開して付加する
<name4> . extend ( <name1> )	<name1> を <name4> に展開して加える
<name1> . extend ( <name2> )	<name2> を <name1> に展開して加える
<name3> . extend ( <name6> )	リスト <name3> にリスト <name6> を展開して付加する
<name1> . extend ( <name2> )	リスト <name1> にリスト <name2> を展開して付加する
<name6> . extend ( <name4> )	<name4> リストを <name6> リストに展開して加える
<name1> . extend ( <name2> )	<name2> リストを <name1> リストに展開して加える
<name5> . extend ( <name3> )	<name3> リストを <name5> リストに展開して付加する
<name1> . extend ( <name2> )	<name2> リストを <name1> リストに展開して付加する
<name5> . extend ( <name6> )	<name6> リストを <name5> リストに展開して入れる
<name1> . extend ( <name2> )	<name2> リストを <name1> リストに展開して入れる
<name6> . extend ( <name4> )	<name6> に <name4> を展開して加える
<name1> . extend ( <name2> )	<name1> に <name2> を展開して加える
<name3> . extend ( <name5> )	<name3> に <name5> を展開して入れる
<name1> . extend ( <name2> )	<name1> に <name2> を展開して入れる
<name5> . extend ( <name3> )	<name5> リストに <name3> リストを展開して付加する
<name1> . extend ( <name2> )	<name1> リストに <name2> リストを展開して付加する
<name2> . extend ( <name6> )	<name2> リストに <name6> リストを展開して加える
<name1> . extend ( <name2> )	<name1> リストに <name2> リストを展開して加える
<name6> . extend ( <name1> )	リスト <name6> にリスト <name1> を展開して加える
<name1> . extend ( <name2> )	リスト <name1> にリスト <name2> を展開して加える
<name6> . extend ( <name1> )	<name6> リストに <name1> リストを展開して入れる
<name1> . extend ( <name2> )	<name1> リストに <name2> リストを展開して入れる
<name3> . extend ( <name5> )	<name5> を <name3> に展開して付加する
<name1> . extend ( <name2> )	<name2> を <name1> に展開して付加する
<name3> . extend ( <name6> )	リスト <name6> をリスト <name3> に展開して加える
<name1> . extend ( <name2> )	リスト <name2> をリスト <name1> に展開して加える
<name6> . extend ( <name4> )	<name4> を <name6> に展開して入れる
<name1> . extend ( <name2> )	<name2> を <name1> に展開して入れる
<name3> . extend ( <name1> )	リスト <name1> をリスト <name3> に展開して入れる
<name1> . extend ( <name2> )	リスト <name2> をリスト <name1> に展開して入れる
